,Market,Date,Variety,Grade,Arrivals,Unit,Min,Max,Modal,District
3531,BELTHANGADI,2020-04-05,NEW VARIETY,AVERAGE,75.0,Quintal,25800.0,27000.0,26500.0,Dakshina Kannada
5026,MANGALURU,2020-04-05,COCA,AVERAGE,80.0,Quintal,15000.0,22000.0,17000.0,Dakshina Kannada
3277,BELTHANGADI,2020-04-06,NEW VARIETY,AVERAGE,832.0,Quintal,29500.0,30300.0,30000.0,Dakshina Kannada
4053,BELTHANGADI,2020-04-06,GRADE-I,AVERAGE,42111.0,Numbers,15000.0,16500.0,16000.0,Dakshina Kannada
4870,MANGALURU,2020-04-06,COCA,AVERAGE,25.0,Quintal,16000.0,22500.0,18500.0,Dakshina Kannada
4303,BELTHANGADI,2020-04-06,OTHER,AVERAGE,7.0,Quintal,28000.0,29000.0,28500.0,Dakshina Kannada
3265,BELTHANGADI,2020-04-06,COCA,AVERAGE,16.0,Quintal,14000.0,15000.0,14500.0,Dakshina Kannada
3172,BELTHANGADI,2020-04-07,OTHER,AVERAGE,145.0,Quintal,23000.0,24000.0,23500.0,Dakshina Kannada
4048,BELTHANGADI,2020-04-07,GRADE-I,AVERAGE,117350.0,Numbers,13000.0,15000.0,14000.0,Dakshina Kannada
3164,BELTHANGADI,2020-04-07,OLD VARIETY,AVERAGE,137.0,Quintal,32000.0,33300.0,32500.0,Dakshina Kannada
3147,BELTHANGADI,2020-04-07,NEW VARIETY,AVERAGE,785.0,Quintal,31200.0,32500.0,32000.0,Dakshina Kannada
4834,MANGALURU,2020-04-07,COCA,AVERAGE,200.0,Quintal,18500.0,25000.0,22000.0,Dakshina Kannada
3133,BELTHANGADI,2020-04-07,COCA,AVERAGE,32.0,Quintal,16000.0,17000.0,16500.0,Dakshina Kannada
2540,BELTHANGADI,2020-04-08,COCA,AVERAGE,8.0,Quintal,20000.0,20500.0,20100.0,Dakshina Kannada
2554,BELTHANGADI,2020-04-08,NEW VARIETY,AVERAGE,85.0,Quintal,35000.0,36000.0,35500.0,Dakshina Kannada
4503,MANGALURU,2020-04-08,COCA,AVERAGE,106.0,Quintal,24000.0,28000.0,26000.0,Dakshina Kannada
3745,BELTHANGADI,2020-04-09,NEW VARIETY,AVERAGE,550.0,Quintal,33500.0,34500.0,34000.0,Dakshina Kannada
3847,BELTHANGADI,2020-04-09,COCA,AVERAGE,49.0,Quintal,18000.0,19000.0,18500.0,Dakshina Kannada
3861,BELTHANGADI,2020-04-09,NEW VARIETY,AVERAGE,550.0,Quintal,33500.0,34500.0,34000.0,Dakshina Kannada
3731,BELTHANGADI,2020-04-09,COCA,AVERAGE,49.0,Quintal,18000.0,19000.0,18500.0,Dakshina Kannada
4132,BELTHANGADI,2020-04-09,GRADE-I,AVERAGE,274309.0,Numbers,15000.0,16000.0,15500.0,Dakshina Kannada
5191,MANGALURU,2020-04-09,COCA,AVERAGE,70.0,Quintal,20000.0,28000.0,26000.0,Dakshina Kannada
3633,BELTHANGADI,2020-04-11,NEW VARIETY,AVERAGE,724.0,Quintal,19000.0,40500.0,35000.0,Dakshina Kannada
5069,MANGALURU,2020-04-11,COCA,AVERAGE,100.0,Quintal,16000.0,27000.0,26000.0,Dakshina Kannada
2691,BELTHANGADI,2020-04-12,NEW VARIETY,AVERAGE,5.0,Quintal,19000.0,33000.0,30000.0,Dakshina Kannada
2712,BELTHANGADI,2020-04-12,OLD VARIETY,AVERAGE,41.0,Quintal,37163.0,39500.0,38500.0,Dakshina Kannada
4535,MANGALURU,2020-04-12,COCA,AVERAGE,50.0,Quintal,16000.0,27000.0,26000.0,Dakshina Kannada
5789,PUTTUR,2020-04-13,NEW VARIETY,AVERAGE,69.0,Quintal,15000.0,25000.0,20000.0,Dakshina Kannada
8002,SULYA,2020-04-13,OLD VARIETY,AVERAGE,8.0,Quintal,26000.0,27500.0,26500.0,Dakshina Kannada
7992,SULYA,2020-04-13,NEW VARIETY,AVERAGE,29.0,Quintal,24000.0,25000.0,24500.0,Dakshina Kannada
791,BANTWALA,2020-04-13,OLD VARIETY,AVERAGE,8.0,Quintal,24000.0,27500.0,26500.0,Dakshina Kannada
781,BANTWALA,2020-04-13,NEW VARIETY,AVERAGE,22.0,Quintal,18500.0,25000.0,24000.0,Dakshina Kannada
5790,PUTTUR,2020-04-15,NEW VARIETY,AVERAGE,78.0,Quintal,15000.0,25000.0,20000.0,Dakshina Kannada
4143,BELTHANGADI,2020-04-15,OTHER,AVERAGE,60.0,Quintal,20000.0,22000.0,21000.0,Dakshina Kannada
7993,SULYA,2020-04-15,NEW VARIETY,AVERAGE,28.0,Quintal,22000.0,25000.0,23500.0,Dakshina Kannada
792,BANTWALA,2020-04-15,OLD VARIETY,AVERAGE,9.0,Quintal,24000.0,27500.0,26500.0,Dakshina Kannada
782,BANTWALA,2020-04-15,NEW VARIETY,AVERAGE,27.0,Quintal,18500.0,25000.0,24000.0,Dakshina Kannada
8003,SULYA,2020-04-15,OLD VARIETY,AVERAGE,10.0,Quintal,25000.0,27500.0,26000.0,Dakshina Kannada
5803,PUTTUR,2020-04-16,OLD VARIETY,AVERAGE,7.0,Quintal,24000.0,27500.0,25750.0,Dakshina Kannada
5791,PUTTUR,2020-04-16,NEW VARIETY,AVERAGE,18.0,Quintal,15000.0,25000.0,20000.0,Dakshina Kannada
5777,PUTTUR,2020-04-16,COCA,AVERAGE,3.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
783,BANTWALA,2020-04-17,NEW VARIETY,AVERAGE,50.0,Quintal,18500.0,25000.0,24000.0,Dakshina Kannada
7994,SULYA,2020-04-17,NEW VARIETY,AVERAGE,53.0,Quintal,22000.0,25000.0,23500.0,Dakshina Kannada
5792,PUTTUR,2020-04-17,NEW VARIETY,AVERAGE,54.0,Quintal,15000.0,25000.0,20000.0,Dakshina Kannada
5778,PUTTUR,2020-04-17,COCA,AVERAGE,7.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
793,BANTWALA,2020-04-17,OLD VARIETY,AVERAGE,23.0,Quintal,24000.0,27500.0,26500.0,Dakshina Kannada
5804,PUTTUR,2020-04-17,OLD VARIETY,AVERAGE,13.0,Quintal,24000.0,27500.0,25750.0,Dakshina Kannada
8004,SULYA,2020-04-17,OLD VARIETY,AVERAGE,8.0,Quintal,25000.0,27500.0,26000.0,Dakshina Kannada
8005,SULYA,2020-04-20,OLD VARIETY,AVERAGE,12.0,Quintal,25000.0,27500.0,26000.0,Dakshina Kannada
2274,BANTWALA,2020-04-20,MEDIUM,AVERAGE,43155.0,Numbers,8000.0,16000.0,11000.0,Dakshina Kannada
5805,PUTTUR,2020-04-20,OLD VARIETY,AVERAGE,15.0,Quintal,24000.0,27500.0,25750.0,Dakshina Kannada
3980,BELTHANGADI,2020-04-20,GRADE-I,AVERAGE,5000.0,Numbers,11000.0,16000.0,14000.0,Dakshina Kannada
794,BANTWALA,2020-04-20,OLD VARIETY,AVERAGE,20.0,Quintal,24000.0,27500.0,26500.0,Dakshina Kannada
5793,PUTTUR,2020-04-20,NEW VARIETY,AVERAGE,99.0,Quintal,15000.0,25000.0,20000.0,Dakshina Kannada
5779,PUTTUR,2020-04-20,COCA,AVERAGE,7.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
784,BANTWALA,2020-04-20,NEW VARIETY,AVERAGE,78.0,Quintal,18500.0,25000.0,24000.0,Dakshina Kannada
7995,SULYA,2020-04-20,NEW VARIETY,AVERAGE,46.0,Quintal,22000.0,25000.0,23000.0,Dakshina Kannada
2437,BELTHANGADI,2020-04-21,NEW VARIETY,AVERAGE,101.0,Quintal,23500.0,25000.0,24500.0,Dakshina Kannada
5794,PUTTUR,2020-04-21,NEW VARIETY,AVERAGE,20.0,Quintal,15000.0,25000.0,20000.0,Dakshina Kannada
5780,PUTTUR,2020-04-21,COCA,AVERAGE,5.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
4144,BELTHANGADI,2020-04-21,OTHER,AVERAGE,4.0,Quintal,27000.0,29000.0,28000.0,Dakshina Kannada
8706,SULYA,2020-04-21,BLACK PEPPER,AVERAGE,5.0,Quintal,26800.0,29000.0,28000.0,Dakshina Kannada
5806,PUTTUR,2020-04-21,OLD VARIETY,AVERAGE,5.0,Quintal,24000.0,27500.0,25750.0,Dakshina Kannada
7996,SULYA,2020-04-22,NEW VARIETY,AVERAGE,40.0,Quintal,22000.0,25000.0,23500.0,Dakshina Kannada
4145,BELTHANGADI,2020-04-22,OTHER,AVERAGE,60.0,Quintal,27200.0,29200.0,28000.0,Dakshina Kannada
8006,SULYA,2020-04-22,OLD VARIETY,AVERAGE,13.0,Quintal,25000.0,27500.0,26000.0,Dakshina Kannada
5807,PUTTUR,2020-04-22,OLD VARIETY,AVERAGE,25.0,Quintal,24000.0,27500.0,25750.0,Dakshina Kannada
5795,PUTTUR,2020-04-22,NEW VARIETY,AVERAGE,87.0,Quintal,15000.0,25000.0,20000.0,Dakshina Kannada
795,BANTWALA,2020-04-22,OLD VARIETY,AVERAGE,18.0,Quintal,24000.0,27500.0,26500.0,Dakshina Kannada
785,BANTWALA,2020-04-22,NEW VARIETY,AVERAGE,62.0,Quintal,18500.0,25000.0,24000.0,Dakshina Kannada
5781,PUTTUR,2020-04-22,COCA,AVERAGE,15.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
2438,BELTHANGADI,2020-04-23,NEW VARIETY,AVERAGE,46.0,Quintal,23500.0,25000.0,24500.0,Dakshina Kannada
786,BANTWALA,2020-04-23,NEW VARIETY,AVERAGE,30.0,Quintal,18500.0,25000.0,24000.0,Dakshina Kannada
796,BANTWALA,2020-04-23,OLD VARIETY,AVERAGE,13.0,Quintal,24000.0,27500.0,26500.0,Dakshina Kannada
8007,SULYA,2020-04-23,OLD VARIETY,AVERAGE,425.0,Quintal,25000.0,27500.0,26500.0,Dakshina Kannada
5782,PUTTUR,2020-04-23,COCA,AVERAGE,5.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
5796,PUTTUR,2020-04-23,NEW VARIETY,AVERAGE,29.0,Quintal,15000.0,25000.0,20000.0,Dakshina Kannada
7987,SULYA,2020-04-23,COCA,AVERAGE,130.0,Quintal,10000.0,18200.0,16000.0,Dakshina Kannada
779,BANTWALA,2020-04-23,COCA,AVERAGE,35.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
4447,MANGALURU,2020-04-23,COCA,AVERAGE,27.0,Quintal,12000.0,19000.0,16000.0,Dakshina Kannada
5808,PUTTUR,2020-04-23,OLD VARIETY,AVERAGE,7.0,Quintal,24000.0,27500.0,25750.0,Dakshina Kannada
5783,PUTTUR,2020-04-24,COCA,AVERAGE,3.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
797,BANTWALA,2020-04-24,OLD VARIETY,AVERAGE,14.0,Quintal,24000.0,27500.0,26500.0,Dakshina Kannada
7997,SULYA,2020-04-24,NEW VARIETY,AVERAGE,45.0,Quintal,23000.0,25000.0,24000.0,Dakshina Kannada
8008,SULYA,2020-04-24,OLD VARIETY,AVERAGE,27.0,Quintal,25000.0,27500.0,26000.0,Dakshina Kannada
7988,SULYA,2020-04-24,COCA,AVERAGE,79.0,Quintal,10000.0,20000.0,19500.0,Dakshina Kannada
2439,BELTHANGADI,2020-04-24,NEW VARIETY,AVERAGE,80.0,Quintal,23000.0,25000.0,24500.0,Dakshina Kannada
5797,PUTTUR,2020-04-24,NEW VARIETY,AVERAGE,54.0,Quintal,15000.0,25000.0,20000.0,Dakshina Kannada
787,BANTWALA,2020-04-24,NEW VARIETY,AVERAGE,35.0,Quintal,18500.0,25000.0,24000.0,Dakshina Kannada
5809,PUTTUR,2020-04-24,OLD VARIETY,AVERAGE,11.0,Quintal,24000.0,27500.0,25750.0,Dakshina Kannada
3981,BELTHANGADI,2020-04-25,GRADE-I,AVERAGE,30000.0,Numbers,12000.0,16000.0,14000.0,Dakshina Kannada
5798,PUTTUR,2020-04-25,NEW VARIETY,AVERAGE,40.0,Quintal,15000.0,25000.0,20000.0,Dakshina Kannada
2436,BELTHANGADI,2020-04-25,COCA,AVERAGE,116.0,Quintal,23000.0,24800.0,24200.0,Dakshina Kannada
5784,PUTTUR,2020-04-25,COCA,AVERAGE,3.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
5810,PUTTUR,2020-04-25,OLD VARIETY,AVERAGE,3.0,Quintal,24000.0,27500.0,25750.0,Dakshina Kannada
7989,SULYA,2020-04-27,COCA,AVERAGE,4.0,Quintal,10000.0,20000.0,14000.0,Dakshina Kannada
8009,SULYA,2020-04-27,OLD VARIETY,AVERAGE,29.0,Quintal,25000.0,28000.0,25700.0,Dakshina Kannada
5799,PUTTUR,2020-04-27,NEW VARIETY,AVERAGE,90.0,Quintal,15000.0,25500.0,20250.0,Dakshina Kannada
5785,PUTTUR,2020-04-27,COCA,AVERAGE,18.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
798,BANTWALA,2020-04-27,OLD VARIETY,AVERAGE,25.0,Quintal,24000.0,28000.0,26500.0,Dakshina Kannada
5811,PUTTUR,2020-04-27,OLD VARIETY,AVERAGE,24.0,Quintal,24000.0,28000.0,26000.0,Dakshina Kannada
7998,SULYA,2020-04-27,NEW VARIETY,AVERAGE,34.0,Quintal,23000.0,25500.0,24200.0,Dakshina Kannada
788,BANTWALA,2020-04-27,NEW VARIETY,AVERAGE,88.0,Quintal,18500.0,25500.0,24000.0,Dakshina Kannada
7999,SULYA,2020-04-28,NEW VARIETY,AVERAGE,29.0,Quintal,23000.0,26000.0,24600.0,Dakshina Kannada
8010,SULYA,2020-04-28,OLD VARIETY,AVERAGE,6.0,Quintal,26000.0,28000.0,27000.0,Dakshina Kannada
5800,PUTTUR,2020-04-28,NEW VARIETY,AVERAGE,40.0,Quintal,15000.0,25500.0,20250.0,Dakshina Kannada
2275,BANTWALA,2020-04-28,MEDIUM,AVERAGE,29368.0,Numbers,8000.0,16000.0,11000.0,Dakshina Kannada
5812,PUTTUR,2020-04-28,OLD VARIETY,AVERAGE,5.0,Quintal,24000.0,28000.0,26000.0,Dakshina Kannada
2442,BELTHANGADI,2020-04-28,OLD VARIETY,AVERAGE,236.0,Quintal,24500.0,25300.0,24800.0,Dakshina Kannada
5786,PUTTUR,2020-04-28,COCA,AVERAGE,8.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
2440,BELTHANGADI,2020-04-29,NEW VARIETY,AVERAGE,331.0,Quintal,24400.0,25400.0,25000.0,Dakshina Kannada
2443,BELTHANGADI,2020-04-29,OLD VARIETY,AVERAGE,823.0,Quintal,26500.0,27300.0,27000.0,Dakshina Kannada
7990,SULYA,2020-04-29,COCA,AVERAGE,5.0,Quintal,10000.0,20000.0,12500.0,Dakshina Kannada
5787,PUTTUR,2020-04-29,COCA,AVERAGE,24.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
789,BANTWALA,2020-04-29,NEW VARIETY,AVERAGE,69.0,Quintal,18500.0,25500.0,24000.0,Dakshina Kannada
3982,BELTHANGADI,2020-04-29,GRADE-I,AVERAGE,22000.0,Numbers,14000.0,16000.0,15000.0,Dakshina Kannada
8000,SULYA,2020-04-29,NEW VARIETY,AVERAGE,46.0,Quintal,23000.0,26000.0,23800.0,Dakshina Kannada
8011,SULYA,2020-04-29,OLD VARIETY,AVERAGE,50.0,Quintal,26000.0,28000.0,26700.0,Dakshina Kannada
799,BANTWALA,2020-04-29,OLD VARIETY,AVERAGE,28.0,Quintal,24000.0,28000.0,26500.0,Dakshina Kannada
5813,PUTTUR,2020-04-29,OLD VARIETY,AVERAGE,25.0,Quintal,24000.0,28000.0,26000.0,Dakshina Kannada
2330,BANTWALA,2020-04-29,OTHER,AVERAGE,19.0,Quintal,24000.0,27000.0,25000.0,Dakshina Kannada
5801,PUTTUR,2020-04-29,NEW VARIETY,AVERAGE,110.0,Quintal,15000.0,25500.0,20250.0,Dakshina Kannada
5788,PUTTUR,2020-04-30,COCA,AVERAGE,6.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
5802,PUTTUR,2020-04-30,NEW VARIETY,AVERAGE,29.0,Quintal,15000.0,26000.0,20500.0,Dakshina Kannada
8012,SULYA,2020-04-30,OLD VARIETY,AVERAGE,77.0,Quintal,26000.0,28000.0,27500.0,Dakshina Kannada
5814,PUTTUR,2020-04-30,OLD VARIETY,AVERAGE,18.0,Quintal,24000.0,28500.0,26250.0,Dakshina Kannada
7991,SULYA,2020-04-30,COCA,AVERAGE,25.0,Quintal,10000.0,20000.0,15000.0,Dakshina Kannada
2441,BELTHANGADI,2020-04-30,NEW VARIETY,AVERAGE,736.0,Quintal,25000.0,25800.0,25500.0,Dakshina Kannada
790,BANTWALA,2020-04-30,NEW VARIETY,AVERAGE,54.0,Quintal,18500.0,26000.0,24000.0,Dakshina Kannada
800,BANTWALA,2020-04-30,OLD VARIETY,AVERAGE,10.0,Quintal,24000.0,28500.0,26500.0,Dakshina Kannada
780,BANTWALA,2020-04-30,COCA,AVERAGE,15.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
8001,SULYA,2020-04-30,NEW VARIETY,AVERAGE,27.0,Quintal,23000.0,26000.0,24500.0,Dakshina Kannada
3983,BELTHANGADI,2020-04-30,GRADE-I,AVERAGE,149000.0,Numbers,13600.0,16000.0,15000.0,Dakshina Kannada
6830,PUTTUR,2020-05-02,OLD VARIETY,AVERAGE,23.0,Quintal,24000.0,29000.0,26500.0,Dakshina Kannada
8443,SULYA,2020-05-02,COCA,AVERAGE,66.0,Quintal,10000.0,20000.0,13600.0,Dakshina Kannada
2316,BANTWALA,2020-05-02,MEDIUM,AVERAGE,50000.0,Numbers,8000.0,16000.0,11000.0,Dakshina Kannada
1817,BANTWALA,2020-05-02,NEW VARIETY,AVERAGE,26.0,Quintal,18500.0,26500.0,24000.0,Dakshina Kannada
5570,MANGALURU,2020-05-02,BLACK PEPPER,AVERAGE,40.0,Quintal,25000.0,30500.0,27000.0,Dakshina Kannada
8479,SULYA,2020-05-02,OLD VARIETY,AVERAGE,4.0,Quintal,26000.0,29000.0,28000.0,Dakshina Kannada
1839,BANTWALA,2020-05-02,OLD VARIETY,AVERAGE,10.0,Quintal,24000.0,29000.0,26500.0,Dakshina Kannada
6784,PUTTUR,2020-05-02,COCA,AVERAGE,12.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
5324,MANGALURU,2020-05-02,GRADE- II,AVERAGE,850.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
4646,MANGALURU,2020-05-02,OLD VARIETY,AVERAGE,100.0,Quintal,25000.0,29500.0,28000.0,Dakshina Kannada
8462,SULYA,2020-05-02,NEW VARIETY,AVERAGE,28.0,Quintal,23000.0,26000.0,25300.0,Dakshina Kannada
4602,MANGALURU,2020-05-02,COCA,AVERAGE,110.0,Quintal,16000.0,22000.0,19000.0,Dakshina Kannada
5346,MANGALURU,2020-05-02,GRADE-I,AVERAGE,750.0,Numbers,16000.0,28000.0,25000.0,Dakshina Kannada
6807,PUTTUR,2020-05-02,NEW VARIETY,AVERAGE,43.0,Quintal,15000.0,26500.0,20750.0,Dakshina Kannada
4624,MANGALURU,2020-05-02,NEW VARIETY,AVERAGE,90.0,Quintal,20000.0,25000.0,22000.0,Dakshina Kannada
4956,MANGALURU,2020-05-03,OLD VARIETY,AVERAGE,80.0,Quintal,24000.0,30000.0,27000.0,Dakshina Kannada
5424,MANGALURU,2020-05-03,GRADE- II,AVERAGE,700.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
4938,MANGALURU,2020-05-03,NEW VARIETY,AVERAGE,85.0,Quintal,20000.0,26500.0,22000.0,Dakshina Kannada
5672,MANGALURU,2020-05-03,BLACK PEPPER,AVERAGE,7.0,Quintal,24000.0,29000.0,26000.0,Dakshina Kannada
5442,MANGALURU,2020-05-03,GRADE-I,AVERAGE,500.0,Numbers,16000.0,30000.0,22000.0,Dakshina Kannada
4323,BELTHANGADI,2020-05-03,OTHER,AVERAGE,5.0,Quintal,28800.0,30000.0,29000.0,Dakshina Kannada
3383,BELTHANGADI,2020-05-03,NEW VARIETY,AVERAGE,50.0,Quintal,25800.0,26500.0,26000.0,Dakshina Kannada
4920,MANGALURU,2020-05-03,COCA,AVERAGE,90.0,Quintal,16000.0,24000.0,19000.0,Dakshina Kannada
6808,PUTTUR,2020-05-04,NEW VARIETY,AVERAGE,105.0,Quintal,15000.0,27000.0,21000.0,Dakshina Kannada
8463,SULYA,2020-05-04,NEW VARIETY,AVERAGE,32.0,Quintal,21000.0,26000.0,24000.0,Dakshina Kannada
1840,BANTWALA,2020-05-04,OLD VARIETY,AVERAGE,15.0,Quintal,24000.0,29500.0,26500.0,Dakshina Kannada
8444,SULYA,2020-05-04,COCA,AVERAGE,185.0,Quintal,10000.0,20000.0,18500.0,Dakshina Kannada
1818,BANTWALA,2020-05-04,NEW VARIETY,AVERAGE,18.0,Quintal,18500.0,27000.0,24000.0,Dakshina Kannada
6785,PUTTUR,2020-05-04,COCA,AVERAGE,27.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
6831,PUTTUR,2020-05-04,OLD VARIETY,AVERAGE,48.0,Quintal,24000.0,29500.0,26750.0,Dakshina Kannada
8445,SULYA,2020-05-05,COCA,AVERAGE,152.0,Quintal,10000.0,20000.0,18500.0,Dakshina Kannada
6786,PUTTUR,2020-05-05,COCA,AVERAGE,8.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
3520,BELTHANGADI,2020-05-05,COCA,AVERAGE,391.0,Quintal,26000.0,27000.0,26800.0,Dakshina Kannada
5042,MANGALURU,2020-05-05,NEW VARIETY,AVERAGE,62.0,Quintal,22000.0,27000.0,23000.0,Dakshina Kannada
1841,BANTWALA,2020-05-05,OLD VARIETY,AVERAGE,21.0,Quintal,24000.0,29500.0,26500.0,Dakshina Kannada
8682,SULYA,2020-05-05,GRADE- II,AVERAGE,53000.0,Numbers,6000.0,15000.0,10000.0,Dakshina Kannada
1797,BANTWALA,2020-05-05,COCA,AVERAGE,24.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
6809,PUTTUR,2020-05-05,NEW VARIETY,AVERAGE,21.0,Quintal,15000.0,27000.0,21000.0,Dakshina Kannada
5045,MANGALURU,2020-05-05,OLD VARIETY,AVERAGE,812.0,Quintal,25000.0,29000.0,27000.0,Dakshina Kannada
5712,MANGALURU,2020-05-05,BLACK PEPPER,AVERAGE,62.0,Quintal,24500.0,30000.0,28000.0,Dakshina Kannada
1819,BANTWALA,2020-05-05,NEW VARIETY,AVERAGE,110.0,Quintal,18500.0,27000.0,24000.0,Dakshina Kannada
2317,BANTWALA,2020-05-05,MEDIUM,AVERAGE,15000.0,Numbers,8000.0,16000.0,11000.0,Dakshina Kannada
6832,PUTTUR,2020-05-05,OLD VARIETY,AVERAGE,18.0,Quintal,24000.0,29500.0,26750.0,Dakshina Kannada
5027,MANGALURU,2020-05-05,COCA,AVERAGE,54.0,Quintal,15000.0,22000.0,17500.0,Dakshina Kannada
1798,BANTWALA,2020-05-06,COCA,AVERAGE,14.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
1820,BANTWALA,2020-05-06,NEW VARIETY,AVERAGE,73.0,Quintal,18500.0,27500.0,24000.0,Dakshina Kannada
1842,BANTWALA,2020-05-06,OLD VARIETY,AVERAGE,36.0,Quintal,24000.0,30000.0,26500.0,Dakshina Kannada
3266,BELTHANGADI,2020-05-06,COCA,AVERAGE,94.0,Quintal,12500.0,14000.0,13000.0,Dakshina Kannada
6810,PUTTUR,2020-05-06,NEW VARIETY,AVERAGE,98.0,Quintal,15000.0,27500.0,21250.0,Dakshina Kannada
3306,BELTHANGADI,2020-05-06,OTHER,AVERAGE,104.0,Quintal,23000.0,24000.0,23500.0,Dakshina Kannada
6787,PUTTUR,2020-05-06,COCA,AVERAGE,34.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
3298,BELTHANGADI,2020-05-06,OLD VARIETY,AVERAGE,294.0,Quintal,29000.0,30700.0,30000.0,Dakshina Kannada
3278,BELTHANGADI,2020-05-06,NEW VARIETY,AVERAGE,1073.0,Quintal,28000.0,29500.0,29000.0,Dakshina Kannada
6833,PUTTUR,2020-05-06,OLD VARIETY,AVERAGE,26.0,Quintal,24000.0,30000.0,27000.0,Dakshina Kannada
4871,MANGALURU,2020-05-06,COCA,AVERAGE,25.0,Quintal,16000.0,23000.0,19000.0,Dakshina Kannada
4054,BELTHANGADI,2020-05-06,GRADE-I,AVERAGE,104500.0,Numbers,12000.0,13000.0,12500.0,Dakshina Kannada
5660,MANGALURU,2020-05-06,BLACK PEPPER,AVERAGE,3.0,Quintal,24000.0,30000.0,25500.0,Dakshina Kannada
4304,BELTHANGADI,2020-05-06,OTHER,AVERAGE,10.0,Quintal,27500.0,29000.0,28000.0,Dakshina Kannada
8464,SULYA,2020-05-07,NEW VARIETY,AVERAGE,62.0,Quintal,23000.0,27000.0,25000.0,Dakshina Kannada
6811,PUTTUR,2020-05-07,NEW VARIETY,AVERAGE,84.0,Quintal,15000.0,27500.0,21250.0,Dakshina Kannada
1799,BANTWALA,2020-05-07,COCA,AVERAGE,17.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
1843,BANTWALA,2020-05-07,OLD VARIETY,AVERAGE,24.0,Quintal,24000.0,30000.0,26500.0,Dakshina Kannada
8446,SULYA,2020-05-07,COCA,AVERAGE,182.0,Quintal,10000.0,20000.0,18900.0,Dakshina Kannada
1821,BANTWALA,2020-05-07,NEW VARIETY,AVERAGE,76.0,Quintal,18500.0,27500.0,24000.0,Dakshina Kannada
6788,PUTTUR,2020-05-07,COCA,AVERAGE,37.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
6834,PUTTUR,2020-05-07,OLD VARIETY,AVERAGE,79.0,Quintal,24000.0,30000.0,27000.0,Dakshina Kannada
6789,PUTTUR,2020-05-08,COCA,AVERAGE,56.0,Quintal,8000.0,16200.0,12100.0,Dakshina Kannada
1800,BANTWALA,2020-05-08,COCA,AVERAGE,25.0,Quintal,8500.0,18500.0,16000.0,Dakshina Kannada
1822,BANTWALA,2020-05-08,NEW VARIETY,AVERAGE,111.0,Quintal,18500.0,27500.0,24000.0,Dakshina Kannada
8447,SULYA,2020-05-08,COCA,AVERAGE,95.0,Quintal,10000.0,20000.0,18500.0,Dakshina Kannada
6812,PUTTUR,2020-05-08,NEW VARIETY,AVERAGE,103.0,Quintal,15000.0,27500.0,21250.0,Dakshina Kannada
4504,MANGALURU,2020-05-08,COCA,AVERAGE,188.0,Quintal,24000.0,28000.0,26000.0,Dakshina Kannada
6835,PUTTUR,2020-05-08,OLD VARIETY,AVERAGE,52.0,Quintal,24000.0,30000.0,27000.0,Dakshina Kannada
1844,BANTWALA,2020-05-08,OLD VARIETY,AVERAGE,31.0,Quintal,24000.0,30000.0,26500.0,Dakshina Kannada
2555,BELTHANGADI,2020-05-08,NEW VARIETY,AVERAGE,60.0,Quintal,35000.0,36000.0,35500.0,Dakshina Kannada
8465,SULYA,2020-05-08,NEW VARIETY,AVERAGE,98.0,Quintal,23000.0,27500.0,24800.0,Dakshina Kannada
3893,BELTHANGADI,2020-05-09,OTHER,AVERAGE,21.0,Quintal,27000.0,28000.0,27500.0,Dakshina Kannada
5192,MANGALURU,2020-05-09,COCA,AVERAGE,53.0,Quintal,20000.0,28000.0,26000.0,Dakshina Kannada
6813,PUTTUR,2020-05-09,NEW VARIETY,AVERAGE,109.0,Quintal,15000.0,27500.0,21250.0,Dakshina Kannada
3746,BELTHANGADI,2020-05-09,NEW VARIETY,AVERAGE,196.0,Quintal,33000.0,34000.0,33500.0,Dakshina Kannada
